Final Classification,Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,,state,street address,Zip,XCoord,YCoord
Assault,19-034826,2019-07,7/20/19 22:58,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5475,CABANNE AVE,49, , ,5475,CABANNE,St. Louis,MO,"5475 CABANNE, St. Louis, MO",63101,888407.3,988976.4
Assault,19-034850,2019-07,7/21/19 3:02,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1201,WASHINGTON AVE,36, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,887838.6,988456.5
Assault,19-034850,2019-07,7/21/19 3:02,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1201,WASHINGTON AVE,36, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,888686,988345.3
Assault,19-034945,2019-07,7/21/19 15:30,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5739,PAGE BLVD,78, ,REAR,1318,GOODFELLOW,St. Louis,MO,"1318 GOODFELLOW, St. Louis, MO",63112,885954.6,990182.8
Assault,19-034947,2019-07,7/21/19 16:10,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N KINGSHIGHWAY BLVD / LILLIAN,71, , ,5066,QUEENS,St. Louis,MO,"5066 QUEENS, St. Louis, MO",63115,897257.9,1046336
Assault,19-034999,2019-07,7/22/19 1:15,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1401,ARLINGTON AVE,78, , ,1401,ARLINGTON,St. Louis,MO,"1401 ARLINGTON, St. Louis, MO",63112,886501.3,989184.2
Assault,19-034999,2019-07,7/22/19 1:15,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1401,ARLINGTON AVE,78, , ,1401,ARLINGTON,St. Louis,MO,"1401 ARLINGTON, St. Louis, MO",63112,886296.4,989353
Assault,19-035001,2019-07,7/22/19 1:45,Y, , ,1, ,41011,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,6932,WISE AVE,44, ,REAR OF RESIDENCE,6932,WISE,St. Louis,MO,"6932 WISE, St. Louis, MO",63101,886296.4,989353
Assault,19-035004,2019-07,7/22/19 4:07,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4590,MAFFITT AVE,56, , ,4590,MAFFITT,St. Louis,MO,"4590 MAFFITT, St. Louis, MO",63113,888213.9,992196.6
Assault,19-035004,2019-07,7/22/19 4:07,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4590,MAFFITT AVE,56, , ,4590,MAFFITT,St. Louis,MO,"4590 MAFFITT, St. Louis, MO",63113,896953.4,1046502
Assault,19-035143,2019-07,7/22/19 17:10,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,GOODFELLOW BLVD / SAINT LOUIS,50, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,904690.2,1009644
Assault,19-035143,2019-07,7/22/19 17:10,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,GOODFELLOW BLVD / SAINT LOUIS,50, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,0,0
Assault,19-035143,2019-07,7/22/19 17:10,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,GOODFELLOW BLVD / SAINT LOUIS,50, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,904690.2,1009644
Assault,19-035179,2019-07,7/23/19 0:03,Y, , ,1, ,41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,6400,MINNESOTA AVE,1,SISTER OF ST. JOSEPH CARANDOLET,INSIDE RESIDENCE,6400,MINNESOTA,St. Louis,MO,"6400 MINNESOTA, St. Louis, MO",63101,907512.3,1019461
Assault,19-035201,2019-07,7/23/19 3:37,Y, , ,1, ,41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3549,DELOR ST,16, , ,5051,GRACE,St. Louis,MO,"5051 GRACE, St. Louis, MO",63101,887688.6,1026703
Assault,19-035203,2019-07,7/23/19 4:51,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1860,MULLANPHY ST,60, ,APT A,1860,MULLANPHY,St. Louis,MO,"1860 MULLANPHY, St. Louis, MO",63106,908058.7,1014118
Assault,19-035238,2019-07,7/23/19 6:56,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5034,TERRY AVE,52, , ,2727,KINGSHIGHWAY,St. Louis,MO,"2727 KINGSHIGHWAY, St. Louis, MO",63101,908309.3,1018628
Assault,19-035238,2019-07,7/23/19 6:56,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5034,TERRY AVE,52, , ,2727,KINGSHIGHWAY,St. Louis,MO,"2727 KINGSHIGHWAY, St. Louis, MO",63101,904810.5,1009762
Assault,19-035215,2019-07,7/23/19 6:56,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5836,PAGE BLVD,48, , ,4949, ,St. Louis,MO,"4949  , St. Louis, MO",63101,910113.7,1018824
Assault,19-035401,2019-07,7/23/19 22:45,Y, , ,1, ,41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2822,ITASKA ST,17, ,STREET,6115,MINNESOTA,St. Louis,MO,"6115 MINNESOTA, St. Louis, MO",63101,899451.3,1021600
Assault,19-035597,2019-07,7/24/19 19:10,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,ARLINGTON AVE / DR MARTIN LUTH,78, , ,5571,THEODOSIA,St. Louis,MO,"5571 THEODOSIA, St. Louis, MO",63101,896662.3,1049106
Assault,19-035837,2019-07,7/26/19 0:36,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5750,NATURAL BRIDGE AVE,50, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,891823.3,1050250
Assault,19-035857,2019-07,7/26/19 3:30,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4242,ATHLONE AVE,68, , ,4242,ATHLONE,St. Louis,MO,"4242 ATHLONE, St. Louis, MO",63101,899026.1,1054196
Assault,19-035857,2019-07,7/26/19 3:30,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4242,ATHLONE AVE,68, , ,4242,ATHLONE,St. Louis,MO,"4242 ATHLONE, St. Louis, MO",63101,899026.1,1054196
Assault,19-035857,2019-07,7/26/19 3:30,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4242,ATHLONE AVE,68, , ,4242,ATHLONE,St. Louis,MO,"4242 ATHLONE, St. Louis, MO",63101,899026.1,1054196
Assault,19-035991,2019-07,7/26/19 18:07,Y, , ,1, ,41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3914,MINNESOTA AVE,16, , ,3915,MICHIGAN,St. Louis,MO,"3915 MICHIGAN, St. Louis, MO",63101,897816.9,1052587
Assault,19-036044,2019-07,7/27/19 0:20,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5903,ETZEL AVE,48, , ,5903,ETZEL,St. Louis,MO,"5903 ETZEL, St. Louis, MO",63101,898003.7,1052927
Assault,19-036052,2019-07,7/27/19 0:50,Y, , ,1, ,41011,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1509,KRAFT ST,43, , ,6648,VILLA,St. Louis,MO,"6648 VILLA, St. Louis, MO",63139,898007.6,1052956
Assault,19-036128,2019-07,7/27/19 14:45,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,N 20TH ST / FERRY ST,65, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,895679.8,1051229
Assault,19-036179,2019-07,7/27/19 21:35,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5461,DR. MARTIN LUTHER KING,50,CROWN KING MARKET, , , ,St. Louis,MO,"   , St. Louis, MO",63101,887992.3,1027106
Assault,19-036205,2019-07,7/27/19 22:50,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,810,GOODFELLOW BLVD,48,BP SERVICE STATION, , , ,St. Louis,MO,"   , St. Louis, MO",63101,907473,1017599
Assault,19-036260,2019-07,7/28/19 10:38,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5800,NATURAL BRIDGE AVE,50, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,892624.1,1017847
Assault,19-036344,2019-07,7/28/19 22:05,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1463,COCHRAN PL,61, , ,1463,COCHRAN,St. Louis,MO,"1463 COCHRAN, St. Louis, MO",63106,905967.1,1012475
Assault,19-036360,2019-07,7/28/19 23:45,Y, , ,1, ,41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,IOWA AVE / PESTALOZZI ST,30, , ,2901,OHIO,St. Louis,MO,"2901 OHIO, St. Louis, MO",63101,896874.3,1022933
Assault,19-036520,2019-07,7/29/19 14:00,Y, , ,1, ,41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1400,HICKORY LN,33,CLINTON PEABODY HOUSING COMPLEX, ,3635,VISTA,St. Louis,MO,"3635 VISTA, St. Louis, MO",63101,902219.7,1021301
Assault,19-036539,2019-07,7/29/19 17:48,Y, , ,1, ,41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3743,MINNESOTA AVE,19, , ,3113,CHIPPEWA,St. Louis,MO,"3113 CHIPPEWA, St. Louis, MO",63118,885657.3,1029256
Assault,19-036762,2019-07,7/30/19 19:25,Y, , ,1, ,41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,MICHIGAN AVE / MOTT ST,1, , ,6155,LOUISIANA,St. Louis,MO,"6155 LOUISIANA, St. Louis, MO",63101,888524.2,991611.8
Assault,19-036762,2019-07,7/30/19 19:25,Y, , ,1, ,41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,MICHIGAN AVE / MOTT ST,1, , ,6155,LOUISIANA,St. Louis,MO,"6155 LOUISIANA, St. Louis, MO",63101,888524.2,991611.8
Assault,19-036762,2019-07,7/30/19 19:25,Y, , ,1, ,41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,MICHIGAN AVE / MOTT ST,1, , ,6155,LOUISIANA,St. Louis,MO,"6155 LOUISIANA, St. Louis, MO",63101,888524.2,991611.8
Assault,19-036801,2019-07,7/30/19 23:28,Y, , ,1, ,41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,DELOR ST / VIRGINIA AVE,16, , ,3933,BROADWAY,St. Louis,MO,"3933 BROADWAY, St. Louis, MO",63118,879453.2,1029506
Assault,19-036801,2019-07,7/30/19 23:28,Y, , ,1, ,41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,DELOR ST / VIRGINIA AVE,16, , ,3933,BROADWAY,St. Louis,MO,"3933 BROADWAY, St. Louis, MO",63118,879453.2,1029506
Assault,19-036801,2019-07,7/30/19 23:28,Y, , ,1, ,41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,DELOR ST / VIRGINIA AVE,16, , ,3933,BROADWAY,St. Louis,MO,"3933 BROADWAY, St. Louis, MO",63118,900510.3,1017215
Assault,19-036801,2019-07,7/30/19 23:28,Y, , ,1, ,41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,DELOR ST / VIRGINIA AVE,16, , ,3933,BROADWAY,St. Louis,MO,"3933 BROADWAY, St. Louis, MO",63118,879666.6,1029500
Assault,19-036813,2019-07,7/31/19 1:20,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1420,N 10TH ST,62, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,888369.9,991903
Assault,19-036817,2019-07,7/31/19 2:15,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3590,N FLORISSANT AVE,65, ,AT INTERSECTION OF N FLORISSANT AND,5633,HODIAMONT,St. Louis,MO,"5633 HODIAMONT, St. Louis, MO",63101,888490.9,992015.3
Assault,19-036907,2019-07,7/31/19 9:12,Y, , ,1, ,41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5129,S COMPTON AVE,16, , ,5129,COMPTON,St. Louis,MO,"5129 COMPTON, St. Louis, MO",63101,883288.6,1018651
Assault,19-037303,2019-07,7/31/19 22:30,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,501,COLE ST,35, ,@CPD,919,JEFFERSON,St. Louis,MO,"919 JEFFERSON, St. Louis, MO",63125,910439.8,1019433
Assault,19-000844,2019-01,1/6/19 1:58,Y, , ,1, ,41012,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 2ND DEGREE,900,MARKET ST,35, , ,2017,SCHAEFFER,St. Louis,MO,"2017 SCHAEFFER, St. Louis, MO",63139,894345.1,1005538
Assault,19-003044,2019-01,1/21/19 1:00,Y, , ,1, ,41012,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 2ND DEGREE,3506,LAWN AVE,14, , ,3506,LAWN,St. Louis,MO,"3506 LAWN, St. Louis, MO",63139,902765.3,1034295
Assault,19-004305,2019-01,1/29/19 9:30,Y, , ,1, ,41012,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 2ND DEGREE,0,S BROADWAY / LOUGHBOROUGH AVE,1, ,IN A VEHICLE, , ,St. Louis,MO,"   , St. Louis, MO",63101,907779.2,1018012
Assault,19-017131,2019-04,4/17/19 18:18,Y, , ,1, ,41012,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 2ND DEGREE,0,HICKORY LN / ST ANGE LN,33,PEABODY HOUSING COMPLEX, , , ,St. Louis,MO,"   , St. Louis, MO",63101,895258.3,1008296
Assault,19-018436,2019-04,4/24/19 0:45,Y, , ,1, ,41012,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 2ND DEGREE,0,SAINT LOUIS AVE / UNION BLVD,52, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,895862.9,1018182
Assault,19-023657,2019-05,5/22/19 20:00,Y, , ,1, ,41012,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 2ND DEGREE,0,COLLEGE AVE / W FLORISSANT AVE,67, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,894540.6,1029590
Assault,19-027642,2019-06,6/12/19 21:50,Y, , ,1, ,41012,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 2ND DEGREE,716,N KINGSHIGHWAY BLVD,38,WHITE CASTLE,PARKING LOT,5029,WELLS,St. Louis,MO,"5029 WELLS, St. Louis, MO",63101,887707.3,1022534
Assault,19-027601,2019-06,6/13/19 3:53,Y, , ,1, ,41012,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 2ND DEGREE,4910,WASHINGTON AVE,38, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,887396.8,1020150
Assault,19-027694,2019-06,6/13/19 14:20,Y, , ,1, ,41012,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 2ND DEGREE,5943,LALITE AVE,76, , ,5943,LALITE,St. Louis,MO,"5943 LALITE, St. Louis, MO",63101,887396.8,1020150
Assault,19-031109,2019-06,6/28/19 21:15,Y, , ,1, ,41012,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 2ND DEGREE,2700,HENRIETTA ST,31, , ,2700,HENRIETTA,St. Louis,MO,"2700 HENRIETTA, St. Louis, MO",63104,891029.3,1046768
Assault,19-034482,2019-07,7/19/19 0:49,Y, , ,1, ,41012,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 2ND DEGREE,707,N KINGSHIGHWAY BLVD,51, ,@MOBIL - 707 N KINGSHIGHWAY, , ,St. Louis,MO,"   , St. Louis, MO",63101,908597.3,1014799
Assault,18-061119,2019-01,12/27/18 13:15,Y, , ,1, ,41013,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,LOUGHBOROUGH AVE / MICHIGAN AV,1, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,897467.5,1050141
Assault,19-000044,2019-01,1/1/19 5:45,Y, , ,1, ,41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,1301,WASHINGTON AVE,36,BLONDIES COFFEE, ,1301,WASHINGTON,St. Louis,MO,"1301 WASHINGTON, St. Louis, MO",63103,897916.5,1008451
Assault,19-000279,2019-01,1/2/19 16:10,Y, , ,1, ,41013,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,1448,LASALLE LN,33, , ,1224,14TH,St. Louis,MO,"1224 14TH, St. Louis, MO",63106,890079.4,1033431
Assault,19-000395,2019-01,1/3/19 10:30,Y, , ,1, ,41013,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,8267,NEWBY ST,74, ,RESIDENT,8267,NEWBY,St. Louis,MO,"8267 NEWBY, St. Louis, MO",63147,904479.8,1021118
Assault,19-000694,2019-01,1/5/19 4:52,Y, , ,1, ,41013,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3449,S GRAND BLVD,15, , ,3451,GRAND,St. Louis,MO,"3451 GRAND, St. Louis, MO",63103,881082.9,1018089
Assault,19-000778,2019-01,1/5/19 15:00,Y, , ,1, ,41013,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3237,S GRAND BLVD,15,PHILLIPS 66,PHILLIPS 66,3415,GRAND,St. Louis,MO,"3415 GRAND, St. Louis, MO",63103,892735.3,1003821
Assault,19-001187,2019-01,1/8/19 8:15,Y, , ,1, ,41013,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,911,GOODFELLOW BLVD,48, , ,911,GOODFELLOW,St. Louis,MO,"911 GOODFELLOW, St. Louis, MO",63112,895053.3,1032063
Assault,19-001239,2019-01,1/8/19 12:40,Y, , ,1, ,41013,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4752,WREN AVE,72, , ,4752,WREN,St. Louis,MO,"4752 WREN, St. Louis, MO",63101,907779.2,1018012
Assault,19-001291,2019-01,1/8/19 16:35,Y, , ,1, ,41013,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3209,CHIPPEWA ST,19, , ,3209,CHIPPEWA,St. Louis,MO,"3209 CHIPPEWA, St. Louis, MO",63118,877528.4,1000826
Assault,19-001387,2019-01,1/9/19 8:40,Y, , ,1, ,41013,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,5159,KENSINGTON AVE,51, , ,5159,KENSINGTON,St. Louis,MO,"5159 KENSINGTON, St. Louis, MO",63108,908728.6,1017711
Assault,19-001875,2019-01,1/12/19 16:59,Y, , ,1, ,41013,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,1802,DICK GREGORY PL,56, , ,1802,DICK GREGORY,St. Louis,MO,"1802 DICK GREGORY, St. Louis, MO",63113,906638.1,1018315
Assault,19-001875,2019-01,1/12/19 16:59,Y, , ,1, ,41013,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,1802,DICK GREGORY PL,56, , ,1802,DICK GREGORY,St. Louis,MO,"1802 DICK GREGORY, St. Louis, MO",63113,881216.5,1027231
Assault,19-001945,2019-01,1/13/19 13:38,Y, , ,1, ,41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4033,PECK ST,67, ,RESIDENCE,4031,PECK,St. Louis,MO,"4031 PECK, St. Louis, MO",63107,887891.8,1025894
Assault,19-002171,2019-01,1/15/19 2:15,Y, , ,1, ,41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,1300,CONVENTION PZ,36, , ,1300,CONVENTION,St. Louis,MO,"1300 CONVENTION, St. Louis, MO",63103,890758.7,999631.8
Assault,19-002171,2019-01,1/15/19 2:15,Y, , ,1, ,41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,1300,CONVENTION PZ,36, , ,1300,CONVENTION,St. Louis,MO,"1300 CONVENTION, St. Louis, MO",63103,904661.3,1034060
Assault,19-002652,2019-01,1/17/19 21:50,Y, , ,1, ,41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,E GRAND AVE / I 70 WESTBOUND,66, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,888095.3,1006807
Assault,19-004502,2019-01,1/19/19 21:00,Y, , ,1, ,41013,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4310,SAINT FERDINAND AVE,57, , ,4310,SAINT FERDINAND,St. Louis,MO,"4310 SAINT FERDINAND, St. Louis, MO",63113,891552.9,997605.5
Assault,19-002978,2019-01,1/20/19 14:42,Y, , ,1, ,41013,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3443,WATSON RD,9, , , , ,St. Louis,MO,"   , St. Louis, MO",63101,900041.1,1021791
Assault,19-003039,2019-01,1/21/19 2:51,Y, , ,1, ,41013,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4621,BECK AVE,15,BOMBER O BRIEN S BAR, ,4621,BECK,St. Louis,MO,"4621 BECK, St. Louis, MO",63101,892780.4,1034268
Assault,19-003118,2019-01,1/21/19 14:34,Y, , ,1, ,41013,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3705,MORGANFORD RD,15,ONE WAY AUTO,USED CAR SALES,3705,MORGANFORD,St. Louis,MO,"3705 MORGANFORD, St. Louis, MO",63116,898588.6,1033377
Assault,19-003118,2019-01,1/21/19 14:34,Y, , ,1, ,41013,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3705,MORGANFORD RD,15,ONE WAY AUTO,USED CAR SALES,3705,MORGANFORD,St. Louis,MO,"3705 MORGANFORD, St. Louis, MO",63116,903953.3,1030326
Assault,19-003623,2019-01,1/24/19 15:15,Y, , ,1, ,41013,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4949,BARNES JEWISH HOSPITAL PLZ,38,BARNES JEWISH, ,4949, ,St. Louis,MO,"4949  , St. Louis, MO",63101,906643.6,1023898
Assault,19-003638,2019-03,1/24/19 17:53,Y, , ,1, ,41013,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4115,NEBRASKA AVE,16, , ,919,JEFFERSON,St. Louis,MO,"919 JEFFERSON, St. Louis, MO",63125,904809.8,1034159
Assault,19-003638,2019-03,1/24/19 17:53,Y, , ,1, ,41013,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4115,NEBRASKA AVE,16, , ,919,JEFFERSON,St. Louis,MO,"919 JEFFERSON, St. Louis, MO",63125,903934.5,1019898
Assault,19-003669,2019-01,1/24/19 22:00,Y, , ,1, ,41013,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,2931,N NEWSTEAD AVE,56, , ,4475,LABADIE,St. Louis,MO,"4475 LABADIE, St. Louis, MO",63101,885345.8,999210.5
Assault,19-003782,2019-01,1/25/19 19:40,Y, , ,1, ,41013,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,1450,KEALTY LN,33, , ,1450,KEALTY,St. Louis,MO,"1450 KEALTY, St. Louis, MO",63104,883953.9,994987.9
Assault,19-004031,2019-01,1/27/19 12:20,Y, , ,1, ,41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,2816,N VANDEVENTER AVE,59, , ,2816,VANDEVENTER,St. Louis,MO,"2816 VANDEVENTER, St. Louis, MO",63107,886610.4,1029540
Assault,19-004052,2019-01,1/27/19 16:30,Y, , ,1, ,41013,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,425,N SARAH ST,38,ON THE STREET,ON THE STREET, , ,St. Louis,MO,"   , St. Louis, MO",63101,890669.7,1018823
Assault,19-004160,2019-01,1/28/19 13:32,Y, , ,1, ,41013,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,I 55 SOUTHBOUND / LOUGHBOROUGH,1, , ,7122,ALABAMA,St. Louis,MO,"7122 ALABAMA, St. Louis, MO",63101,879097.3,994408.1
Assault,19-004421,2019-01,1/30/19 4:05,Y, , ,1, ,41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,919,N JEFFERSON AVE,59, ,@CPD,919,JEFFERSON,St. Louis,MO,"919 JEFFERSON, St. Louis, MO",63125,887357.3,1027419
Assault,19-004523,2019-01,1/30/19 13:30,Y, , ,1, ,41013,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3440,DELOR ST,16, , ,3440,DELOR,St. Louis,MO,"3440 DELOR, St. Louis, MO",63111,884669.6,1039380
Assault,19-004912,2019-02,2/1/19 3:00,Y, , ,1, ,41013,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4204,E MAFFITT AVE,57, ,FRONT YARD OF RESIDENCE, , ,St. Louis,MO,"   , St. Louis, MO",63101,909082.1,1014126
Assault,19-004907,2019-02,2/2/19 0:51,Y, , ,1, ,41013,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,5331,SUTHERLAND AVE,7, ,YARD OF RESIDENCE,5331,SUTHERLAND,St. Louis,MO,"5331 SUTHERLAND, St. Louis, MO",63101,885096.8,1012686
Assault,19-005895,2019-02,2/7/19 17:00,Y, , ,1, ,41013,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4939,KEMPER AVE,13, ,@SCHOOL - CLEVELAND NJROTC,4939,KEMPER,St. Louis,MO,"4939 KEMPER, St. Louis, MO",63139,887346.3,1023006
Assault,19-005895,2019-02,2/7/19 17:00,Y, , ,1, ,41013,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4939,KEMPER AVE,13, ,@SCHOOL - CLEVELAND NJROTC,4939,KEMPER,St. Louis,MO,"4939 KEMPER, St. Louis, MO",63139,906540,1025882
Assault,19-005895,2019-02,2/7/19 17:00,Y, , ,1, ,41013,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4939,KEMPER AVE,13, ,@SCHOOL - CLEVELAND NJROTC,4939,KEMPER,St. Louis,MO,"4939 KEMPER, St. Louis, MO",63139,906380.6,1019734
